10000.	0.02767619492813456
12589.254117941662	0.025828927946377457
15848.93192461114	0.024104958090932348
19952.62314968879	0.022496055808893845
25118.864315095823	0.020994540834619303
31622.776601683792	0.01959324552716652
39810.71705534969	0.01828548065479957
50118.72336272725	0.01706500346323187
63095.7344480193	0.015925987875176694
79432.82347242821	0.01486299667894938
100000.	0.013870955573360906
125892.54117941661	0.012945128945003062
158489.3192461114	0.012081097262295717
199526.2314968879	0.011274735978384234
251188.6431509582	0.010522195842177656
316227.7660168379	0.009819884523540516
398107.1705534969	0.009164449464924
501187.2336272725	0.008552761877577001
630957.344480193	0.007981901805941287
794328.2347242822	0.007449144188933974
1.e6	0.006951945851579547
1.258925411794166e6	0.005324962996004192
1.5848931924611141e6	0.004209311469976524
1.9952623149688828e6	0.0034339169433704624
2.5118864315095823e6	0.0028910311140570733
3.1622776601683795e6	0.0025118864315095794
3.9810717055349695e6	0.0024210290467361778
5.011872336272725e6	0.002322736796357105
6.309573444801942e6	0.002218196419800217
7.943282347242822e6	0.002108628149933289
1.e7	0.001995262314968879
1.2589254117941663e7	0.0018620871366628676
1.5848931924611142e7	0.0017378008287493745
1.995262314968883e7	0.0016218100973589282
2.5118864315095823e7	0.0015135612484362072
3.162277660168379e7	0.001412537544622754
3.981071705534969e7	0.0014060475241299143
5.011872336272725e7	0.001355189412351035
6.309573444801943e7	0.0012647363474711508
7.943282347242822e7	0.0011428783347897712
1.e8	0.001
1.2589254117941713e8	0.0008394599865193947
1.584893192461111e8	0.0006854882264526628
1.9952623149688828e8	0.0005445026528424203
2.511886431509582e8	0.0004207266283844438
3.1622776601683795e8	0.00031622776601683794
3.9810717055349857e8	0.00023334580622809927
5.011872336272715e8	0.00016672472125510678
6.309573444801943e8	0.00011534532578210895
7.943282347242821e8	0.00007726805850957021
1.e9	0.00005011872336272725
1.2589254117941713e9	0.00003147748314101298
1.5848931924611108e9	0.000019142559250210937
1.9952623149688828e9	0.00001127197456175507
2.511886431509582e9	6.426877173170181e-6
3.1622776601683793e9	3.548133892335753e-6
3.9810717055349855e9	1.8967059212111289e-6
5.011872336272715e9	9.817479430199883e-7
6.309573444801943e9	4.920395356814481e-7
7.943282347242822e9	2.3878112829131685e-7
1.e10	1.1220184543019606e-7
1.2589254117941713e10	5.1050499997539916e-8
1.5848931924611109e10	2.2490546058357874e-8
1.9952623149688828e10	9.594006315159238e-9
2.511886431509582e10	3.962780342554353e-9
3.1622776601683792e10	1.5848931924611043e-9
3.981071705534985e10	6.13762005164782e-10
5.011872336272715e10	2.301441817408509e-10
6.3095734448019424e10	8.356030182312354e-11
7.943282347242822e10	2.9376496519614943e-11
1.e11	9.999999999999919e-12
1.2589254117941713e11	3.2960971217744884e-12
1.5848931924611108e11	1.0519618738232192e-12
1.9952623149688828e11	3.250872973854267e-13
2.5118864315095822e11	9.727472237769482e-14
3.1622776601683795e11	2.818382931264403e-14
3.9810717055349854e11	7.906786279997986e-15
5.011872336272715e11	2.14783047413052e-15
6.309573444801943e11	5.649369748122872e-16
7.943282347242821e11	1.4387985782558142e-16
1.e12	3.548133892335673e-17
1.2589254117941663e12	8.472274141405773e-18
1.5848931924611174e12	1.958844673505917e-18
1.9952623149688828e12	4.385306977749672e-19
2.511886431509582e12	9.506047936562459e-20
3.1622776601683794e12	1.9952623149688175e-20
3.981071705534969e12	4.055085354483744e-21
5.011872336272735e12	7.979946872679328e-22
6.309573444801942e12	1.5205475297324287e-22
7.943282347242821e12	2.805433637951601e-23
1.e13	5.011872336272551e-24
1.2589254117941662e13	8.66961875758186e-25
1.5848931924611174e13	1.452111617587656e-25
1.995262314968883e13	2.355049283895874e-26
2.511886431509582e13	3.6982817978024624e-27
3.1622776601683793e13	5.623413251903215e-28
3.981071705534985e13	8.27942163712265e-29
5.011872336272735e13	1.1803206356516405e-29
6.309573444801943e13	1.6292960326396015e-30
7.943282347242822e13	2.177709772353021e-31
1.e14	2.818382931264288e-32
1.2589254117941714e14	3.531831697919238e-33
1.5848931924611175e14	4.285485203974024e-34
1.9952623149688828e14	5.035006087878615e-35
2.5118864315095822e14	5.727960309857765e-36
3.1622776601683794e14	6.309573444801478e-37
3.9810717055349856e14	6.729766562842452e-38
5.011872336272735e14	6.950243175887152e-39
6.309573444801942e14	6.950243175887266e-40
7.943282347242821e14	6.729766562842563e-41
1.e15	6.309573444801272e-42
